size,algo,trial,ops,disorder,strategy
50,--simple,39,427,53.55,Simple / O(n^2)
50,--simple,40,429,47.83,Simple / O(n^2)
50,--simple,41,408,53.63,Simple / O(n^2)
50,--simple,42,345,48.73,Simple / O(n^2)
50,--simple,43,414,45.22,Simple / O(n^2)
50,--simple,44,427,44.89,Simple / O(n^2)
50,--simple,45,454,48.40,Simple / O(n^2)
50,--simple,46,370,40.48,Simple / O(n^2)
50,--simple,47,394,47.59,Simple / O(n^2)
50,--simple,48,442,49.46,Simple / O(n^2)
50,--simple,49,361,35.91,Simple / O(n^2)
50,--simple,50,427,47.26,Simple / O(n^2)
50,--intermediate,1,242,40.57,Intermediate / O(n√n)
50,--intermediate,2,249,55.83,Intermediate / O(n√n)
50,--intermediate,3,256,53.63,Intermediate / O(n√n)
50,--intermediate,4,277,47.10,Intermediate / O(n√n)
50,--intermediate,5,266,43.18,Intermediate / O(n√n)
50,--intermediate,6,267,56.97,Intermediate / O(n√n)
50,--intermediate,7,239,52.81,Intermediate / O(n√n)
50,--intermediate,8,246,46.28,Intermediate / O(n√n)
50,--intermediate,9,257,49.14,Intermediate / O(n√n)
50,--intermediate,10,255,46.36,Intermediate / O(n√n)
50,--intermediate,11,257,51.83,Intermediate / O(n√n)
50,--intermediate,12,260,47.10,Intermediate / O(n√n)
50,--intermediate,13,266,58.61,Intermediate / O(n√n)
50,--intermediate,14,260,47.75,Intermediate / O(n√n)
50,--intermediate,15,259,48.89,Intermediate / O(n√n)
50,--intermediate,16,255,57.6,Intermediate / O(n√n)
50,--intermediate,17,268,46.93,Intermediate / O(n√n)
50,--intermediate,18,245,45.46,Intermediate / O(n√n)
50,--intermediate,19,290,42.61,Intermediate / O(n√n)
50,--intermediate,20,261,52.0,Intermediate / O(n√n)
50,--intermediate,21,273,48.16,Intermediate / O(n√n)
50,--intermediate,22,261,44.32,Intermediate / O(n√n)
50,--intermediate,23,252,44.81,Intermediate / O(n√n)
50,--intermediate,24,271,46.77,Intermediate / O(n√n)
50,--intermediate,25,250,52.97,Intermediate / O(n√n)
50,--intermediate,26,253,49.63,Intermediate / O(n√n)
50,--intermediate,27,270,59.91,Intermediate / O(n√n)
50,--intermediate,28,271,48.40,Intermediate / O(n√n)
50,--intermediate,29,266,56.57,Intermediate / O(n√n)
50,--intermediate,30,234,48.40,Intermediate / O(n√n)
50,--intermediate,31,251,45.14,Intermediate / O(n√n)
50,--intermediate,32,249,52.48,Intermediate / O(n√n)
50,--intermediate,33,284,50.12,Intermediate / O(n√n)
50,--intermediate,34,262,52.57,Intermediate / O(n√n)
50,--intermediate,35,242,48.57,Intermediate / O(n√n)
50,--intermediate,36,256,49.30,Intermediate / O(n√n)
50,--intermediate,37,244,34.77,Intermediate / O(n√n)
50,--intermediate,38,295,43.18,Intermediate / O(n√n)
50,--intermediate,39,268,55.18,Intermediate / O(n√n)
50,--intermediate,40,276,52.0,Intermediate / O(n√n)
50,--intermediate,41,259,47.51,Intermediate / O(n√n)
50,--intermediate,42,249,41.14,Intermediate / O(n√n)
50,--intermediate,43,263,48.48,Intermediate / O(n√n)
50,--intermediate,44,289,52.89,Intermediate / O(n√n)
50,--intermediate,45,270,47.42,Intermediate / O(n√n)
50,--intermediate,46,262,46.69,Intermediate / O(n√n)
50,--intermediate,47,264,45.71,Intermediate / O(n√n)
50,--intermediate,48,272,53.22,Intermediate / O(n√n)
50,--intermediate,49,255,51.75,Intermediate / O(n√n)
50,--intermediate,50,270,45.87,Intermediate / O(n√n)
50,--complex,1,467,38.61,Complex / O(n log n)
50,--complex,2,467,54.28,Complex / O(n log n)
50,--complex,3,467,46.20,Complex / O(n log n)
50,--complex,4,467,51.10,Complex / O(n log n)
50,--complex,5,467,46.12,Complex / O(n log n)
50,--complex,6,467,51.83,Complex / O(n log n)
50,--complex,7,467,50.85,Complex / O(n log n)
50,--complex,8,467,53.63,Complex / O(n log n)
50,--complex,9,467,46.85,Complex / O(n log n)
50,--complex,10,467,52.24,Complex / O(n log n)
50,--complex,11,467,43.59,Complex / O(n log n)
50,--complex,12,467,40.81,Complex / O(n log n)
50,--complex,13,467,52.40,Complex / O(n log n)
50,--complex,14,467,50.53,Complex / O(n log n)
50,--complex,15,467,46.77,Complex / O(n log n)
50,--complex,16,467,56.40,Complex / O(n log n)
50,--complex,17,467,56.57,Complex / O(n log n)
50,--complex,18,467,56.16,Complex / O(n log n)
50,--complex,19,467,49.95,Complex / O(n log n)
50,--complex,20,467,49.55,Complex / O(n log n)
50,--complex,21,467,39.83,Complex / O(n log n)
50,--complex,22,467,46.69,Complex / O(n log n)
50,--complex,23,467,52.89,Complex / O(n log n)
50,--complex,24,467,58.53,Complex / O(n log n)
50,--complex,25,467,47.67,Complex / O(n log n)
50,--complex,26,467,46.93,Complex / O(n log n)
50,--complex,27,467,59.51,Complex / O(n log n)
50,--complex,28,467,50.36,Complex / O(n log n)
50,--complex,29,467,41.87,Complex / O(n log n)
50,--complex,30,467,43.67,Complex / O(n log n)
50,--complex,31,467,50.4,Complex / O(n log n)
50,--complex,32,467,44.40,Complex / O(n log n)
50,--complex,33,467,48.89,Complex / O(n log n)
50,--complex,34,467,57.14,Complex / O(n log n)
50,--complex,35,467,54.20,Complex / O(n log n)
50,--complex,36,467,45.87,Complex / O(n log n)
50,--complex,37,467,51.26,Complex / O(n log n)
50,--complex,38,467,52.48,Complex / O(n log n)
50,--complex,39,467,56.40,Complex / O(n log n)
50,--complex,40,467,53.79,Complex / O(n log n)
50,--complex,41,467,47.10,Complex / O(n log n)
50,--complex,42,467,44.0,Complex / O(n log n)
50,--complex,43,467,56.24,Complex / O(n log n)
50,--complex,44,467,51.75,Complex / O(n log n)
50,--complex,45,467,47.26,Complex / O(n log n)
50,--complex,46,467,46.53,Complex / O(n log n)
50,--complex,47,467,46.12,Complex / O(n log n)
50,--complex,48,467,53.95,Complex / O(n log n)
50,--complex,49,467,47.91,Complex / O(n log n)
50,--complex,50,467,46.4,Complex / O(n log n)
50,--adaptative,1,264,42.85,Adaptative / O(n√n)
50,--adaptative,2,271,52.81,Adaptative / O(n√n)
50,--adaptative,3,244,55.26,Adaptative / O(n√n)
50,--adaptative,4,248,50.85,Adaptative / O(n√n)
50,--adaptative,5,239,49.55,Adaptative / O(n√n)
50,--adaptative,6,238,42.36,Adaptative / O(n√n)
50,--adaptative,7,289,64.40,Adaptative / O(n√n)
50,--adaptative,8,254,42.77,Adaptative / O(n√n)
50,--adaptative,9,259,46.53,Adaptative / O(n√n)
50,--adaptative,10,247,49.63,Adaptative / O(n√n)
50,--adaptative,11,267,51.59,Adaptative / O(n√n)
50,--adaptative,12,250,45.38,Adaptative / O(n√n)
50,--adaptative,13,273,42.93,Adaptative / O(n√n)
50,--adaptative,14,238,49.46,Adaptative / O(n√n)
50,--adaptative,15,273,55.42,Adaptative / O(n√n)
50,--adaptative,16,254,54.28,Adaptative / O(n√n)
50,--adaptative,17,281,54.93,Adaptative / O(n√n)
50,--adaptative,18,249,41.71,Adaptative / O(n√n)
50,--adaptative,19,279,53.14,Adaptative / O(n√n)
50,--adaptative,20,266,52.24,Adaptative / O(n√n)
50,--adaptative,21,271,48.57,Adaptative / O(n√n)
50,--adaptative,22,266,55.83,Adaptative / O(n√n)
50,--adaptative,23,257,46.85,Adaptative / O(n√n)
50,--adaptative,24,243,48.73,Adaptative / O(n√n)
50,--adaptative,25,260,51.42,Adaptative / O(n√n)
50,--adaptative,26,238,46.93,Adaptative / O(n√n)
50,--adaptative,27,246,59.59,Adaptative / O(n√n)
50,--adaptative,28,270,51.51,Adaptative / O(n√n)
50,--adaptative,29,269,53.79,Adaptative / O(n√n)
50,--adaptative,30,273,54.12,Adaptative / O(n√n)
50,--adaptative,31,229,47.59,Adaptative / O(n√n)
50,--adaptative,32,265,42.20,Adaptative / O(n√n)
50,--adaptative,33,263,57.95,Adaptative / O(n√n)
50,--adaptative,34,255,50.36,Adaptative / O(n√n)
50,--adaptative,35,262,44.16,Adaptative / O(n√n)
50,--adaptative,36,241,44.0,Adaptative / O(n√n)
50,--adaptative,37,261,49.55,Adaptative / O(n√n)
50,--adaptative,38,258,50.4,Adaptative / O(n√n)
50,--adaptative,39,245,48.8,Adaptative / O(n√n)
50,--adaptative,40,245,57.63,Adaptative / O(n√n)
50,--adaptative,41,271,43.26,Adaptative / O(n√n)
50,--adaptative,42,289,49.55,Adaptative / O(n√n)
50,--adaptative,43,260,49.22,Adaptative / O(n√n)
50,--adaptative,44,269,53.38,Adaptative / O(n√n)
50,--adaptative,45,253,46.69,Adaptative / O(n√n)
50,--adaptative,46,254,44.81,Adaptative / O(n√n)
50,--adaptative,47,278,47.75,Adaptative / O(n√n)
50,--adaptative,48,271,47.91,Adaptative / O(n√n)
50,--adaptative,49,256,48.32,Adaptative / O(n√n)
50,--adaptative,50,249,53.38,Adaptative / O(n√n)
100,--simple,1,1365,50.78,Simple / O(n^2)
100,--simple,2,1523,50.2,Simple / O(n^2)
100,--simple,3,1428,43.29,Simple / O(n^2)
100,--simple,4,1408,53.59,Simple / O(n^2)
100,--simple,5,1563,51.87,Simple / O(n^2)
100,--simple,6,1606,49.89,Simple / O(n^2)
100,--simple,7,1431,54.98,Simple / O(n^2)
100,--simple,8,1450,52.10,Simple / O(n^2)
100,--simple,9,1535,52.40,Simple / O(n^2)
100,--simple,10,1533,48.24,Simple / O(n^2)
100,--simple,11,1426,52.12,Simple / O(n^2)
100,--simple,12,1525,51.67,Simple / O(n^2)
100,--simple,13,1574,46.74,Simple / O(n^2)
100,--simple,14,1409,51.23,Simple / O(n^2)
100,--simple,15,1540,47.5,Simple / O(n^2)
100,--simple,16,1395,52.68,Simple / O(n^2)
100,--simple,17,1456,51.11,Simple / O(n^2)
100,--simple,18,1484,52.16,Simple / O(n^2)
100,--simple,19,1457,51.27,Simple / O(n^2)
100,--simple,20,1476,49.17,Simple / O(n^2)
100,--simple,21,1384,44.72,Simple / O(n^2)
100,--simple,22,1450,56.32,Simple / O(n^2)
100,--simple,23,1482,50.68,Simple / O(n^2)
100,--simple,24,1398,52.34,Simple / O(n^2)
100,--simple,25,1573,53.77,Simple / O(n^2)
100,--simple,26,1454,44.80,Simple / O(n^2)
100,--simple,27,1498,53.47,Simple / O(n^2)
100,--simple,28,1474,51.1,Simple / O(n^2)
100,--simple,29,1680,50.94,Simple / O(n^2)
100,--simple,30,1500,48.16,Simple / O(n^2)
100,--simple,31,1319,53.57,Simple / O(n^2)
100,--simple,32,1375,51.41,Simple / O(n^2)
100,--simple,33,1429,50.78,Simple / O(n^2)
100,--simple,34,1472,47.43,Simple / O(n^2)
100,--simple,35,1380,49.7,Simple / O(n^2)
100,--simple,36,1564,47.81,Simple / O(n^2)
100,--simple,37,1514,50.88,Simple / O(n^2)
100,--simple,38,1438,45.49,Simple / O(n^2)
100,--simple,39,1343,47.61,Simple / O(n^2)
100,--simple,40,1521,49.61,Simple / O(n^2)
100,--simple,41,1486,52.66,Simple / O(n^2)
100,--simple,42,1610,48.58,Simple / O(n^2)
100,--simple,43,1364,48.34,Simple / O(n^2)
100,--simple,44,1415,49.5,Simple / O(n^2)
100,--simple,45,1445,48.86,Simple / O(n^2)
100,--simple,46,1390,43.83,Simple / O(n^2)
100,--simple,47,1521,52.60,Simple / O(n^2)
100,--simple,48,1420,49.41,Simple / O(n^2)
100,--simple,49,1375,47.85,Simple / O(n^2)
100,--simple,50,1436,50.92,Simple / O(n^2)
100,--intermediate,1,803,51.93,Intermediate / O(n√n)
100,--intermediate,2,676,57.19,Intermediate / O(n√n)
100,--intermediate,3,677,48.76,Intermediate / O(n√n)
100,--intermediate,4,722,48.70,Intermediate / O(n√n)
100,--intermediate,5,746,54.32,Intermediate / O(n√n)
100,--intermediate,6,691,44.46,Intermediate / O(n√n)
100,--intermediate,7,671,49.31,Intermediate / O(n√n)
100,--intermediate,8,682,50.6,Intermediate / O(n√n)
100,--intermediate,9,666,51.89,Intermediate / O(n√n)
100,--intermediate,10,735,49.65,Intermediate / O(n√n)
100,--intermediate,11,737,46.62,Intermediate / O(n√n)
100,--intermediate,12,696,49.11,Intermediate / O(n√n)
100,--intermediate,13,672,50.2,Intermediate / O(n√n)
100,--intermediate,14,640,48.72,Intermediate / O(n√n)
100,--intermediate,15,703,47.53,Intermediate / O(n√n)
100,--intermediate,16,720,52.22,Intermediate / O(n√n)
100,--intermediate,17,673,47.39,Intermediate / O(n√n)
100,--intermediate,18,690,47.23,Intermediate / O(n√n)
100,--intermediate,19,743,54.0,Intermediate / O(n√n)
100,--intermediate,20,681,47.85,Intermediate / O(n√n)
100,--intermediate,21,637,44.78,Intermediate / O(n√n)
100,--intermediate,22,652,45.27,Intermediate / O(n√n)
100,--intermediate,23,700,53.39,Intermediate / O(n√n)
100,--intermediate,24,738,47.91,Intermediate / O(n√n)
100,--intermediate,25,724,50.98,Intermediate / O(n√n)
100,--intermediate,26,718,54.50,Intermediate / O(n√n)
100,--intermediate,27,711,50.84,Intermediate / O(n√n)
100,--intermediate,28,733,45.69,Intermediate / O(n√n)
100,--intermediate,29,713,48.20,Intermediate / O(n√n)
100,--intermediate,30,714,48.96,Intermediate / O(n√n)
100,--intermediate,31,771,43.21,Intermediate / O(n√n)
100,--intermediate,32,705,48.26,Intermediate / O(n√n)
100,--intermediate,33,737,51.17,Intermediate / O(n√n)
100,--intermediate,34,653,51.65,Intermediate / O(n√n)
100,--intermediate,35,682,51.11,Intermediate / O(n√n)
100,--intermediate,36,750,57.81,Intermediate / O(n√n)
100,--intermediate,37,643,49.39,Intermediate / O(n√n)
100,--intermediate,38,707,45.93,Intermediate / O(n√n)
100,--intermediate,39,653,46.76,Intermediate / O(n√n)
100,--intermediate,40,628,50.44,Intermediate / O(n√n)
100,--intermediate,41,698,50.24,Intermediate / O(n√n)
100,--intermediate,42,679,54.42,Intermediate / O(n√n)
100,--intermediate,43,717,51.7,Intermediate / O(n√n)
100,--intermediate,44,778,52.36,Intermediate / O(n√n)
100,--intermediate,45,704,49.43,Intermediate / O(n√n)
100,--intermediate,46,676,51.3,Intermediate / O(n√n)
100,--intermediate,47,676,51.15,Intermediate / O(n√n)
100,--intermediate,48,660,45.9,Intermediate / O(n√n)
100,--intermediate,49,702,48.12,Intermediate / O(n√n)
100,--intermediate,50,696,51.19,Intermediate / O(n√n)
100,--complex,1,1084,49.77,Complex / O(n log n)
100,--complex,2,1084,53.13,Complex / O(n log n)
100,--complex,3,1084,46.86,Complex / O(n log n)
100,--complex,4,1084,53.59,Complex / O(n log n)
100,--complex,5,1084,53.49,Complex / O(n log n)
100,--complex,6,1084,50.80,Complex / O(n log n)
100,--complex,7,1084,48.22,Complex / O(n log n)
100,--complex,8,1084,51.19,Complex / O(n log n)
100,--complex,9,1084,56.80,Complex / O(n log n)
100,--complex,10,1084,49.39,Complex / O(n log n)
100,--complex,11,1084,47.55,Complex / O(n log n)
100,--complex,12,1084,52.72,Complex / O(n log n)
100,--complex,13,1084,48.68,Complex / O(n log n)
100,--complex,14,1084,48.0,Complex / O(n log n)
100,--complex,15,1084,50.64,Complex / O(n log n)
100,--complex,16,1084,55.47,Complex / O(n log n)
100,--complex,17,1084,48.8,Complex / O(n log n)
100,--complex,18,1084,45.77,Complex / O(n log n)
100,--complex,19,1084,44.12,Complex / O(n log n)
100,--complex,20,1084,49.71,Complex / O(n log n)
100,--complex,21,1084,49.95,Complex / O(n log n)
100,--complex,22,1084,48.10,Complex / O(n log n)
100,--complex,23,1084,47.15,Complex / O(n log n)
100,--complex,24,1084,57.25,Complex / O(n log n)
100,--complex,25,1084,53.15,Complex / O(n log n)
100,--complex,26,1084,46.68,Complex / O(n log n)
100,--complex,27,1084,50.82,Complex / O(n log n)
100,--complex,28,1084,55.53,Complex / O(n log n)
100,--complex,29,1084,53.89,Complex / O(n log n)
100,--complex,30,1084,51.11,Complex / O(n log n)
100,--complex,31,1084,53.39,Complex / O(n log n)
100,--complex,32,1084,52.30,Complex / O(n log n)
100,--complex,33,1084,49.91,Complex / O(n log n)
100,--complex,34,1084,51.29,Complex / O(n log n)
100,--complex,35,1084,48.40,Complex / O(n log n)
100,--complex,36,1084,53.63,Complex / O(n log n)
100,--complex,37,1084,52.48,Complex / O(n log n)
100,--complex,38,1084,49.7,Complex / O(n log n)
100,--complex,39,1084,47.15,Complex / O(n log n)
100,--complex,40,1084,46.2,Complex / O(n log n)
100,--complex,41,1084,45.75,Complex / O(n log n)
100,--complex,42,1084,52.82,Complex / O(n log n)
100,--complex,43,1084,47.97,Complex / O(n log n)
100,--complex,44,1084,44.92,Complex / O(n log n)
100,--complex,45,1084,50.64,Complex / O(n log n)
100,--complex,46,1084,56.42,Complex / O(n log n)
100,--complex,47,1084,48.72,Complex / O(n log n)
100,--complex,48,1084,49.61,Complex / O(n log n)
100,--complex,49,1084,53.95,Complex / O(n log n)
100,--complex,50,1084,50.92,Complex / O(n log n)
100,--adaptative,1,723,51.7,Adaptative / O(n√n)
100,--adaptative,2,720,51.93,Adaptative / O(n√n)
100,--adaptative,3,725,45.15,Adaptative / O(n√n)
100,--adaptative,4,701,45.77,Adaptative / O(n√n)
100,--adaptative,5,699,53.23,Adaptative / O(n√n)
100,--adaptative,6,706,49.17,Adaptative / O(n√n)
100,--adaptative,7,646,49.17,Adaptative / O(n√n)
100,--adaptative,8,624,48.80,Adaptative / O(n√n)
100,--adaptative,9,649,50.2,Adaptative / O(n√n)
100,--adaptative,10,675,49.15,Adaptative / O(n√n)
100,--adaptative,11,683,54.40,Adaptative / O(n√n)
100,--adaptative,12,646,52.60,Adaptative / O(n√n)
100,--adaptative,13,728,49.21,Adaptative / O(n√n)
100,--adaptative,14,695,53.37,Adaptative / O(n√n)
100,--adaptative,15,723,45.51,Adaptative / O(n√n)
100,--adaptative,16,712,48.14,Adaptative / O(n√n)
100,--adaptative,17,708,55.87,Adaptative / O(n√n)
100,--adaptative,18,759,49.43,Adaptative / O(n√n)
100,--adaptative,19,683,45.3,Adaptative / O(n√n)
100,--adaptative,20,674,52.66,Adaptative / O(n√n)
100,--adaptative,21,664,52.6,Adaptative / O(n√n)
100,--adaptative,22,661,51.43,Adaptative / O(n√n)
100,--adaptative,23,629,55.3,Adaptative / O(n√n)
100,--adaptative,24,738,51.95,Adaptative / O(n√n)
100,--adaptative,25,747,50.76,Adaptative / O(n√n)
100,--adaptative,26,732,50.92,Adaptative / O(n√n)
100,--adaptative,27,618,45.65,Adaptative / O(n√n)
100,--adaptative,28,696,50.90,Adaptative / O(n√n)
100,--adaptative,29,668,49.81,Adaptative / O(n√n)
100,--adaptative,30,692,49.5,Adaptative / O(n√n)
100,--adaptative,31,620,51.39,Adaptative / O(n√n)
100,--adaptative,32,724,53.77,Adaptative / O(n√n)
100,--adaptative,33,710,48.26,Adaptative / O(n√n)
100,--adaptative,34,662,45.89,Adaptative / O(n√n)
100,--adaptative,35,626,47.45,Adaptative / O(n√n)
100,--adaptative,36,715,48.0,Adaptative / O(n√n)
100,--adaptative,37,644,49.97,Adaptative / O(n√n)
100,--adaptative,38,684,55.89,Adaptative / O(n√n)
100,--adaptative,39,673,54.84,Adaptative / O(n√n)
100,--adaptative,40,632,55.17,Adaptative / O(n√n)
100,--adaptative,41,757,50.14,Adaptative / O(n√n)
100,--adaptative,42,671,55.83,Adaptative / O(n√n)
100,--adaptative,43,652,46.62,Adaptative / O(n√n)
100,--adaptative,44,707,49.77,Adaptative / O(n√n)
100,--adaptative,45,633,53.97,Adaptative / O(n√n)
100,--adaptative,46,679,52.2,Adaptative / O(n√n)
100,--adaptative,47,694,54.56,Adaptative / O(n√n)
100,--adaptative,48,757,48.82,Adaptative / O(n√n)
100,--adaptative,49,702,43.75,Adaptative / O(n√n)
100,--adaptative,50,654,49.39,Adaptative / O(n√n)
250,--simple,1,8910,50.55,Simple / O(n^2)
250,--simple,2,8312,49.84,Simple / O(n^2)
250,--simple,3,8499,50.7,Simple / O(n^2)
250,--simple,4,8931,48.75,Simple / O(n^2)
250,--simple,5,7608,47.57,Simple / O(n^2)
250,--simple,6,8848,52.49,Simple / O(n^2)
250,--simple,7,8623,51.12,Simple / O(n^2)
250,--simple,8,8248,52.10,Simple / O(n^2)
250,--simple,9,8117,51.29,Simple / O(n^2)
250,--simple,10,8275,53.73,Simple / O(n^2)
250,--simple,11,8477,53.48,Simple / O(n^2)
250,--simple,12,8108,48.39,Simple / O(n^2)
250,--simple,13,8243,49.7,Simple / O(n^2)
250,--simple,14,8429,49.94,Simple / O(n^2)
250,--simple,15,8305,50.36,Simple / O(n^2)
250,--simple,16,8010,51.76,Simple / O(n^2)
250,--simple,17,7730,53.6,Simple / O(n^2)
250,--simple,18,8703,53.87,Simple / O(n^2)
250,--simple,19,8056,49.80,Simple / O(n^2)
250,--simple,20,8679,51.20,Simple / O(n^2)
250,--simple,21,8524,49.26,Simple / O(n^2)
250,--simple,22,8365,50.10,Simple / O(n^2)
250,--simple,23,7775,48.49,Simple / O(n^2)
250,--simple,24,8052,49.3,Simple / O(n^2)
250,--simple,25,8610,49.51,Simple / O(n^2)
250,--simple,26,8398,50.30,Simple / O(n^2)
250,--simple,27,8340,57.5,Simple / O(n^2)
250,--simple,28,8660,51.72,Simple / O(n^2)
250,--simple,29,8804,49.23,Simple / O(n^2)
250,--simple,30,8879,49.79,Simple / O(n^2)
250,--simple,31,8772,51.18,Simple / O(n^2)
250,--simple,32,8400,51.13,Simple / O(n^2)
250,--simple,33,8440,51.26,Simple / O(n^2)
250,--simple,34,8238,50.72,Simple / O(n^2)
250,--simple,35,8442,50.84,Simple / O(n^2)
250,--simple,36,8190,48.6,Simple / O(n^2)
250,--simple,37,8617,47.16,Simple / O(n^2)
250,--simple,38,8307,50.76,Simple / O(n^2)
250,--simple,39,8232,50.65,Simple / O(n^2)
250,--simple,40,8522,49.3,Simple / O(n^2)
250,--simple,41,8039,49.35,Simple / O(n^2)
250,--simple,42,8147,49.88,Simple / O(n^2)
250,--simple,43,8218,49.83,Simple / O(n^2)
250,--simple,44,8133,46.14,Simple / O(n^2)
250,--simple,45,8742,51.84,Simple / O(n^2)
250,--simple,46,8399,52.79,Simple / O(n^2)
250,--simple,47,8409,54.13,Simple / O(n^2)
250,--simple,48,8807,55.11,Simple / O(n^2)
250,--simple,49,8318,52.85,Simple / O(n^2)
250,--simple,50,8318,52.71,Simple / O(n^2)
250,--intermediate,1,3164,49.28,Intermediate / O(n√n)
250,--intermediate,2,2851,49.9,Intermediate / O(n√n)
250,--intermediate,3,2973,51.77,Intermediate / O(n√n)
250,--intermediate,4,2784,46.69,Intermediate / O(n√n)
250,--intermediate,5,2807,48.8,Intermediate / O(n√n)
250,--intermediate,6,2743,46.45,Intermediate / O(n√n)
250,--intermediate,7,2661,50.92,Intermediate / O(n√n)
250,--intermediate,8,2728,50.30,Intermediate / O(n√n)
250,--intermediate,9,3095,45.49,Intermediate / O(n√n)
250,--intermediate,10,2976,50.66,Intermediate / O(n√n)
250,--intermediate,11,2844,50.52,Intermediate / O(n√n)
250,--intermediate,12,2863,50.84,Intermediate / O(n√n)
250,--intermediate,13,3073,53.57,Intermediate / O(n√n)
250,--intermediate,14,2777,50.68,Intermediate / O(n√n)
250,--intermediate,15,2968,51.13,Intermediate / O(n√n)
250,--intermediate,16,2810,51.63,Intermediate / O(n√n)
250,--intermediate,17,2533,49.94,Intermediate / O(n√n)
250,--intermediate,18,2579,49.99,Intermediate / O(n√n)
250,--intermediate,19,2750,45.62,Intermediate / O(n√n)
250,--intermediate,20,2681,47.86,Intermediate / O(n√n)
250,--intermediate,21,2736,50.19,Intermediate / O(n√n)
250,--intermediate,22,2565,49.69,Intermediate / O(n√n)
250,--intermediate,23,2804,47.22,Intermediate / O(n√n)
250,--intermediate,24,2839,53.32,Intermediate / O(n√n)
250,--intermediate,25,2840,50.95,Intermediate / O(n√n)
250,--intermediate,26,2990,51.63,Intermediate / O(n√n)
250,--intermediate,27,2732,50.24,Intermediate / O(n√n)
250,--intermediate,28,3150,47.17,Intermediate / O(n√n)
250,--intermediate,29,2888,46.48,Intermediate / O(n√n)
250,--intermediate,30,2769,48.98,Intermediate / O(n√n)
250,--intermediate,31,3033,48.84,Intermediate / O(n√n)
250,--intermediate,32,2747,52.49,Intermediate / O(n√n)
250,--intermediate,33,2618,49.91,Intermediate / O(n√n)
250,--intermediate,34,2507,51.13,Intermediate / O(n√n)
250,--intermediate,35,2759,49.60,Intermediate / O(n√n)
250,--intermediate,36,2919,52.62,Intermediate / O(n√n)
250,--intermediate,37,2873,49.92,Intermediate / O(n√n)
250,--intermediate,38,2828,49.80,Intermediate / O(n√n)
250,--intermediate,39,2920,50.8,Intermediate / O(n√n)
250,--intermediate,40,2894,55.56,Intermediate / O(n√n)
250,--intermediate,41,3053,45.22,Intermediate / O(n√n)
250,--intermediate,42,2932,51.85,Intermediate / O(n√n)
250,--intermediate,43,2651,47.95,Intermediate / O(n√n)
250,--intermediate,44,3015,45.81,Intermediate / O(n√n)
250,--intermediate,45,2942,46.61,Intermediate / O(n√n)
250,--intermediate,46,2888,52.9,Intermediate / O(n√n)
250,--intermediate,47,2898,49.94,Intermediate / O(n√n)
250,--intermediate,48,2685,51.27,Intermediate / O(n√n)
250,--intermediate,49,2677,56.4,Intermediate / O(n√n)
250,--intermediate,50,3182,49.51,Intermediate / O(n√n)
250,--complex,1,3017,51.18,Complex / O(n log n)
250,--complex,2,3017,50.75,Complex / O(n log n)
250,--complex,3,3017,50.62,Complex / O(n log n)
250,--complex,4,3017,51.27,Complex / O(n log n)
250,--complex,5,3017,54.84,Complex / O(n log n)
250,--complex,6,3017,51.24,Complex / O(n log n)
250,--complex,7,3017,52.94,Complex / O(n log n)
250,--complex,8,3017,52.90,Complex / O(n log n)
250,--complex,9,3017,49.72,Complex / O(n log n)
250,--complex,10,3017,48.23,Complex / O(n log n)
250,--complex,11,3017,48.77,Complex / O(n log n)
250,--complex,12,3017,49.99,Complex / O(n log n)
250,--complex,13,3017,46.39,Complex / O(n log n)
250,--complex,14,3017,50.32,Complex / O(n log n)
250,--complex,15,3017,52.77,Complex / O(n log n)
250,--complex,16,3017,45.75,Complex / O(n log n)
250,--complex,17,3017,48.12,Complex / O(n log n)
250,--complex,18,3017,45.83,Complex / O(n log n)
250,--complex,19,3017,53.48,Complex / O(n log n)
250,--complex,20,3017,48.28,Complex / O(n log n)
250,--complex,21,3017,53.85,Complex / O(n log n)
250,--complex,22,3017,51.0,Complex / O(n log n)
250,--complex,23,3017,46.50,Complex / O(n log n)
250,--complex,24,3017,56.7,Complex / O(n log n)
250,--complex,25,3017,48.41,Complex / O(n log n)
250,--complex,26,3017,52.67,Complex / O(n log n)
250,--complex,27,3017,50.19,Complex / O(n log n)
250,--complex,28,3017,50.35,Complex / O(n log n)
250,--complex,29,3017,47.38,Complex / O(n log n)
250,--complex,30,3017,51.37,Complex / O(n log n)
250,--complex,31,3017,50.35,Complex / O(n log n)
250,--complex,32,3017,47.83,Complex / O(n log n)
250,--complex,33,3017,53.55,Complex / O(n log n)
250,--complex,34,3017,52.17,Complex / O(n log n)
250,--complex,35,3017,49.28,Complex / O(n log n)
250,--complex,36,3017,51.65,Complex / O(n log n)
250,--complex,37,3017,49.59,Complex / O(n log n)
250,--complex,38,3017,48.32,Complex / O(n log n)
250,--complex,39,3017,52.56,Complex / O(n log n)
250,--complex,40,3017,50.1,Complex / O(n log n)
250,--complex,41,3017,53.83,Complex / O(n log n)
250,--complex,42,3017,49.70,Complex / O(n log n)
250,--complex,43,3017,50.92,Complex / O(n log n)
250,--complex,44,3017,51.96,Complex / O(n log n)
250,--complex,45,3017,48.88,Complex / O(n log n)
250,--complex,46,3017,48.11,Complex / O(n log n)
250,--complex,47,3017,47.72,Complex / O(n log n)
